project,date,drivers,samples,boards,maintainers,loc,numberOfCommits,numberOfCommitsPastMonth,numberOfUniqueContributorsPastMonth
Ariel OS,2023-01-31,,7,,,6496,323,0,1
Ariel OS,2023-02-28,,7,,,6509,331,8,2
Ariel OS,2023-03-31,,7,,,6637,354,23,2
Ariel OS,2023-04-30,,7,,,6637,354,0,1
Ariel OS,2023-05-31,,7,,,6637,354,0,1
Ariel OS,2023-06-30,,10,,,7936,419,65,2
Ariel OS,2023-07-31,,10,,,7997,443,24,2
Ariel OS,2023-08-31,,10,,,7997,443,0,1
Ariel OS,2023-09-30,,10,,,7997,443,0,1
Ariel OS,2023-10-31,,10,,,7989,449,6,2
Ariel OS,2023-11-30,,11,,,8419,480,31,2
Ariel OS,2023-12-31,,12,,,8639,495,15,4
Ariel OS,2024-01-31,,14,,,9595,544,49,3
Ariel OS,2024-02-29,,11,,,9923,618,74,5
Ariel OS,2024-03-31,,11,,,11798,714,96,7
Ariel OS,2024-04-30,,13,,,13559,764,50,5
Ariel OS,2024-05-31,,15,,,13952,785,21,6
Ariel OS,2024-06-30,,15,,,15097,801,16,7
Ariel OS,2024-07-31,,19,,,18573,821,20,5
Ariel OS,2024-08-31,,19,,,18567,834,13,5
Ariel OS,2024-09-30,,19,,,21225,879,45,7
Ariel OS,2024-10-31,,22,,,25684,923,44,6
Ariel OS,2024-11-30,,23,,,25881,991,68,7
Ariel OS,2024-12-31,,23,,,26498,1036,45,6
Ariel OS,2025-01-31,,25,,,29367,1130,94,6
Ariel OS,2025-02-28,,26,,,30971,1213,83,7
Ariel OS,2025-03-31,,27,,,40273,1269,56,7
Ariel OS,2025-04-30,,27,,,37612,1309,40,9
Ariel OS,2025-05-31,,27,,,38404,1354,45,11
Ariel OS,2024-06-04,,15,,,13952,785,18,6
Ariel OS,2025-05-04,,27,,,37628,1310,26,7
Ariel OS,2025-06-04,,28,,,39048,1359,49,11
Eclipse ThreadX,2015-06-30,,,,,,,,
Eclipse ThreadX,2015-07-31,,,,,,,,
Eclipse ThreadX,2015-08-31,,,,,,,,
Eclipse ThreadX,2015-09-30,,,,,,,,
Eclipse ThreadX,2015-10-31,,,,,,,,
Eclipse ThreadX,2015-11-30,,,,,,,,
Eclipse ThreadX,2015-12-31,,,,,,,,
Eclipse ThreadX,2016-01-31,,,,,,,,
Eclipse ThreadX,2016-02-29,,,,,,,,
Eclipse ThreadX,2016-03-31,,,,,,,,
Eclipse ThreadX,2016-04-30,,,,,,,,
Eclipse ThreadX,2016-05-31,,,,,,,,
Eclipse ThreadX,2016-06-30,,,,,,,,
Eclipse ThreadX,2016-07-31,,,,,,,,
Eclipse ThreadX,2016-08-31,,,,,,,,
Eclipse ThreadX,2016-09-30,,,,,,,,
Eclipse ThreadX,2016-10-31,,,,,,,,
Eclipse ThreadX,2016-11-30,,,,,,,,
Eclipse ThreadX,2016-12-31,,,,,,,,
Eclipse ThreadX,2017-01-31,,,,,,,,
Eclipse ThreadX,2017-02-28,,,,,,,,
Eclipse ThreadX,2017-03-31,,,,,,,,
Eclipse ThreadX,2017-04-30,,,,,,,,
Eclipse ThreadX,2017-05-31,,,,,,,,
Eclipse ThreadX,2017-06-30,,,,,,,,
Eclipse ThreadX,2017-07-31,,,,,,,,
Eclipse ThreadX,2017-08-31,,,,,,,,
Eclipse ThreadX,2017-09-30,,,,,,,,
Eclipse ThreadX,2017-10-31,,,,,,,,
Eclipse ThreadX,2017-11-30,,,,,,,,
Eclipse ThreadX,2017-12-31,,,,,,,,
Eclipse ThreadX,2018-01-31,,,,,,,,
Eclipse ThreadX,2018-02-28,,,,,,,,
Eclipse ThreadX,2018-03-31,,,,,,,,
Eclipse ThreadX,2018-04-30,,,,,,,,
Eclipse ThreadX,2018-05-31,,,,,,,,
Eclipse ThreadX,2018-06-30,,,,,,,,
Eclipse ThreadX,2018-07-31,,,,,,,,
Eclipse ThreadX,2018-08-31,,,,,,,,
Eclipse ThreadX,2018-09-30,,,,,,,,
Eclipse ThreadX,2018-10-31,,,,,,,,
Eclipse ThreadX,2018-11-30,,,,,,,,
Eclipse ThreadX,2018-12-31,,,,,,,,
Eclipse ThreadX,2019-01-31,,,,,,,,
Eclipse ThreadX,2019-02-28,,,,,,,,
Eclipse ThreadX,2019-03-31,,,,,,,,
Eclipse ThreadX,2019-04-30,,,,,,,,
Eclipse ThreadX,2019-05-31,,,,,,,,
Eclipse ThreadX,2019-06-30,,,,,,,,
Eclipse ThreadX,2019-07-31,,,,,,,,
Eclipse ThreadX,2019-08-31,,,,,,,,
Eclipse ThreadX,2019-09-30,,,,,,,,
Eclipse ThreadX,2019-10-31,,,,,,,,
Eclipse ThreadX,2019-11-30,,,,,,,,
Eclipse ThreadX,2019-12-31,,,,,,,,
Eclipse ThreadX,2020-01-31,,,,,,,,
Eclipse ThreadX,2020-02-29,,,,,,,,
Eclipse ThreadX,2020-03-31,,,,,,,,
Eclipse ThreadX,2020-04-30,,,,,,,,
Eclipse ThreadX,2020-05-31,,,,,52660,28,28,3
Eclipse ThreadX,2020-06-30,,,,,52660,28,0,1
Eclipse ThreadX,2020-07-31,,,,,252245,34,6,3
Eclipse ThreadX,2020-08-31,,,,,544088,44,10,3
Eclipse ThreadX,2020-09-30,,,,,544100,46,2,2
Eclipse ThreadX,2020-10-31,,,,,809728,51,5,2
Eclipse ThreadX,2020-11-30,,,,,806487,53,2,2
Eclipse ThreadX,2020-12-31,,,,,806491,58,5,2
Eclipse ThreadX,2021-01-31,,,,,875369,60,2,2
Eclipse ThreadX,2021-02-28,,,,,875369,60,0,1
Eclipse ThreadX,2021-03-31,,,,,888919,62,2,3
Eclipse ThreadX,2021-04-30,,,,,910229,65,3,3
Eclipse ThreadX,2021-05-31,,,,,910229,65,0,1
Eclipse ThreadX,2021-06-30,,,,,936326,68,3,4
Eclipse ThreadX,2021-07-31,,,,,937234,69,1,2
Eclipse ThreadX,2021-08-31,,,,,937234,69,0,1
Eclipse ThreadX,2021-09-30,,,,,940856,70,1,3
Eclipse ThreadX,2021-10-31,,,,,917556,72,2,3
Eclipse ThreadX,2021-11-30,,,,,917556,72,0,1
Eclipse ThreadX,2021-12-31,,,,,917556,72,0,1
Eclipse ThreadX,2022-01-31,,,,,1306007,73,1,2
Eclipse ThreadX,2022-02-28,,,,,1306350,75,2,3
Eclipse ThreadX,2022-03-31,,,,,1306352,77,2,2
Eclipse ThreadX,2022-04-30,,,,,1260024,79,2,4
Eclipse ThreadX,2022-05-31,,,,,1260024,79,0,1
Eclipse ThreadX,2022-06-30,,,,,1260024,80,1,2
Eclipse ThreadX,2022-07-31,,,,,1291636,83,3,4
Eclipse ThreadX,2022-08-31,,,,,1291636,83,0,1
Eclipse ThreadX,2022-09-30,,,,,1291636,83,0,1
Eclipse ThreadX,2022-10-31,,,,,1304625,84,1,2
Eclipse ThreadX,2022-11-30,,,,,1304699,89,5,3
Eclipse ThreadX,2022-12-31,,,,,1319494,90,1,2
Eclipse ThreadX,2023-01-31,,,,,1319816,91,1,2
Eclipse ThreadX,2023-02-28,,,,,1319816,93,2,2
Eclipse ThreadX,2023-03-31,,,,,1339915,96,3,4
Eclipse ThreadX,2023-04-30,,,,,1498932,106,10,3
Eclipse ThreadX,2023-05-31,,,,,1499337,111,5,4
Eclipse ThreadX,2023-06-30,,,,,1500455,115,4,3
Eclipse ThreadX,2023-07-31,,,,,1501068,118,3,3
Eclipse ThreadX,2023-08-31,,,,,1501183,119,1,2
Eclipse ThreadX,2023-09-30,,,,,1508720,124,5,2
Eclipse ThreadX,2023-10-31,,,,,1508745,126,2,2
Eclipse ThreadX,2023-11-30,,,,,1508219,135,9,7
Eclipse ThreadX,2023-12-31,,,,,1508647,140,5,6
Eclipse ThreadX,2024-01-31,,,,,1505052,144,4,4
Eclipse ThreadX,2024-02-29,,,,,1505667,153,9,5
Eclipse ThreadX,2024-03-31,,,,,1505664,156,3,3
Eclipse ThreadX,2024-04-30,,,,,1505664,156,0,1
Eclipse ThreadX,2024-05-31,,,,,1505664,156,0,1
Eclipse ThreadX,2024-06-30,,,,,1505664,156,0,1
Eclipse ThreadX,2024-07-31,,,,,1505664,156,0,1
Eclipse ThreadX,2024-08-31,,,,,1505664,156,0,1
Eclipse ThreadX,2024-09-30,,,,,1505664,156,0,1
Eclipse ThreadX,2024-10-31,,,,,1505664,156,0,1
Eclipse ThreadX,2024-11-30,,,,,1505664,156,0,1
Eclipse ThreadX,2024-12-31,,,,,1505664,156,0,1
Eclipse ThreadX,2025-01-31,,,,,1505761,158,2,2
Eclipse ThreadX,2025-02-28,,,,,1507231,161,3,2
Eclipse ThreadX,2025-03-31,,,,,1507231,161,0,1
Eclipse ThreadX,2025-04-30,,,,,1507231,161,0,1
Eclipse ThreadX,2025-05-31,,,,,1507231,161,0,1
Eclipse ThreadX,2024-06-04,,,,,1505664,156,0,1
Eclipse ThreadX,2025-05-04,,,,,1507231,161,0,1
Eclipse ThreadX,2025-06-04,,,,,1507231,161,0,1
Contiki-NG,2015-06-30,0,47,,,571396,7479,17,10
Contiki-NG,2015-07-31,0,47,,,571463,7489,10,7
Contiki-NG,2015-08-31,0,47,,,577713,7514,25,15
Contiki-NG,2015-09-30,0,51,,,593384,7560,46,24
Contiki-NG,2015-10-31,0,51,,,598128,7589,29,19
Contiki-NG,2015-11-30,0,53,,,616375,7624,35,18
Contiki-NG,2015-12-31,0,55,,,634640,7647,23,14
Contiki-NG,2016-01-31,0,55,,,634176,7679,32,12
Contiki-NG,2016-02-29,0,56,,,635287,7703,24,9
Contiki-NG,2016-03-31,0,56,,,640729,7725,22,11
Contiki-NG,2016-04-30,0,57,,,645112,7756,31,16
Contiki-NG,2016-05-31,0,58,,,654214,7776,20,13
Contiki-NG,2016-06-30,0,60,,,673457,7828,52,22
Contiki-NG,2016-07-31,0,61,,,674347,7853,25,14
Contiki-NG,2016-08-31,0,62,,,674852,7874,21,8
Contiki-NG,2016-09-30,0,62,,,678938,7899,25,12
Contiki-NG,2016-10-31,0,62,,,679722,7907,8,11
Contiki-NG,2016-11-30,0,62,,,685378,7919,12,9
Contiki-NG,2016-12-31,0,64,,,727949,7950,31,15
Contiki-NG,2017-01-31,0,64,,,730452,7974,24,10
Contiki-NG,2017-02-28,0,64,,,730425,7979,5,5
Contiki-NG,2017-03-31,0,64,,,731517,7998,19,16
Contiki-NG,2017-04-30,0,64,,,728765,8014,16,13
Contiki-NG,2017-05-31,0,17,,,443050,8070,56,6
Contiki-NG,2017-06-30,0,16,,,407947,8081,11,5
Contiki-NG,2017-07-31,0,16,,,414149,8091,10,4
Contiki-NG,2017-08-31,0,16,,,415378,8092,1,2
Contiki-NG,2017-09-30,0,18,,,410076,8107,15,8
Contiki-NG,2017-10-31,0,18,,,321844,8148,41,6
Contiki-NG,2017-11-30,0,17,,,314560,8191,43,11
Contiki-NG,2017-12-31,0,17,,,319050,8231,40,7
Contiki-NG,2018-01-31,0,17,,,319129,8237,6,7
Contiki-NG,2018-02-28,0,18,,,318286,8260,23,7
Contiki-NG,2018-03-31,0,19,,,323137,8300,40,12
Contiki-NG,2018-04-30,0,18,,,324204,8329,29,10
Contiki-NG,2018-05-31,0,18,,,325808,8376,47,12
Contiki-NG,2018-06-30,0,18,,,326870,8392,16,10
Contiki-NG,2018-07-31,0,18,,,326870,8393,1,3
Contiki-NG,2018-08-31,0,18,,,326967,8404,11,9
Contiki-NG,2018-09-30,0,19,,,370139,8435,31,11
Contiki-NG,2018-10-31,0,19,,,369229,8472,37,8
Contiki-NG,2018-11-30,0,19,,,370387,8488,16,13
Contiki-NG,2018-12-31,0,19,,,370448,8493,5,5
Contiki-NG,2019-01-31,0,19,,,381504,8501,8,7
Contiki-NG,2019-02-28,0,19,,,381612,8510,9,6
Contiki-NG,2019-03-31,0,19,,,381870,8518,8,6
Contiki-NG,2019-04-30,0,19,,,382094,8538,20,8
Contiki-NG,2019-05-31,0,19,,,385413,8548,10,8
Contiki-NG,2019-06-30,0,19,,,389126,8553,5,5
Contiki-NG,2019-07-31,0,19,,,389655,8561,8,8
Contiki-NG,2019-08-31,0,19,,,389655,8563,2,3
Contiki-NG,2019-09-30,0,20,,,393743,8590,27,12
Contiki-NG,2019-10-31,0,20,,,394228,8592,2,8
Contiki-NG,2019-11-30,0,20,,,394436,8603,11,10
Contiki-NG,2019-12-31,0,20,,,394471,8606,3,5
Contiki-NG,2020-01-31,0,20,,,395435,8611,5,6
Contiki-NG,2020-02-29,0,20,,,395435,8612,1,2
Contiki-NG,2020-03-31,0,20,,,395453,8617,5,3
Contiki-NG,2020-04-30,0,20,,,396880,8628,11,9
Contiki-NG,2020-05-31,0,20,,,399793,8639,11,8
Contiki-NG,2020-06-30,0,20,,,399825,8647,8,8
Contiki-NG,2020-07-31,0,20,,,410141,8660,13,9
Contiki-NG,2020-08-31,0,20,,,410185,8665,5,5
Contiki-NG,2020-09-30,0,20,,,409472,8684,19,12
Contiki-NG,2020-10-31,3,20,,,410630,8703,19,8
Contiki-NG,2020-11-30,3,20,,,412246,8724,21,9
Contiki-NG,2020-12-31,3,21,,,412379,8732,8,7
Contiki-NG,2021-01-31,3,21,,,412417,8734,2,5
Contiki-NG,2021-02-28,3,21,,,412657,8743,9,6
Contiki-NG,2021-03-31,3,21,,,400254,8755,12,8
Contiki-NG,2021-04-30,3,21,,,400250,8762,7,6
Contiki-NG,2021-05-31,4,21,,,401478,8779,17,8
Contiki-NG,2021-06-30,4,21,,,406406,8794,15,8
Contiki-NG,2021-07-31,4,21,,,406406,8796,2,3
Contiki-NG,2021-08-31,4,21,,,406406,8796,0,1
Contiki-NG,2021-09-30,4,21,,,406457,8802,6,3
Contiki-NG,2021-10-31,4,21,,,406481,8807,5,7
Contiki-NG,2021-11-30,4,21,,,406482,8812,5,6
Contiki-NG,2021-12-31,4,21,,,406482,8812,0,1
Contiki-NG,2022-01-31,4,21,,,406486,8813,1,3
Contiki-NG,2022-02-28,4,21,,,406486,8813,0,1
Contiki-NG,2022-03-31,4,21,,,406492,8817,4,5
Contiki-NG,2022-04-30,4,21,,,406473,8843,26,7
Contiki-NG,2022-05-31,4,21,,,406334,8913,70,8
Contiki-NG,2022-06-30,4,21,,,405821,9012,99,12
Contiki-NG,2022-07-31,4,21,,,415039,9092,80,12
Contiki-NG,2022-08-31,4,21,,,404603,9158,66,7
Contiki-NG,2022-09-30,4,21,,,404731,9173,15,5
Contiki-NG,2022-10-31,4,21,,,403771,9212,39,12
Contiki-NG,2022-11-30,4,21,,,403859,9244,32,10
Contiki-NG,2022-12-31,4,21,,,406128,9265,21,9
Contiki-NG,2023-01-31,4,21,,,406148,9272,7,7
Contiki-NG,2023-02-28,4,21,,,406187,9279,7,6
Contiki-NG,2023-03-31,4,21,,,406195,9284,5,5
Contiki-NG,2023-04-30,4,21,,,406198,9288,4,6
Contiki-NG,2023-05-31,4,21,,,406237,9291,3,4
Contiki-NG,2023-06-30,4,21,,,406309,9309,18,7
Contiki-NG,2023-07-31,4,21,,,406810,9351,42,9
Contiki-NG,2023-08-31,4,21,,,406638,9421,70,7
Contiki-NG,2023-09-30,4,21,,,406149,9467,46,8
Contiki-NG,2023-10-31,4,21,,,406094,9508,41,7
Contiki-NG,2023-11-30,4,21,,,409178,9537,29,8
Contiki-NG,2023-12-31,4,21,,,409166,9560,23,7
Contiki-NG,2024-01-31,4,21,,,409289,9567,7,4
Contiki-NG,2024-02-29,4,21,,,410356,9573,6,4
Contiki-NG,2024-03-31,4,21,,,410364,9578,5,4
Contiki-NG,2024-04-30,4,21,,,410360,9583,5,6
Contiki-NG,2024-05-31,4,21,,,410350,9598,15,7
Contiki-NG,2024-06-30,4,21,,,410351,9600,2,4
Contiki-NG,2024-07-31,4,21,,,410394,9604,4,4
Contiki-NG,2024-08-31,4,21,,,410411,9610,6,5
Contiki-NG,2024-09-30,4,21,,,411196,9630,20,6
Contiki-NG,2024-10-31,4,21,,,411301,9634,4,3
Contiki-NG,2024-11-30,4,21,,,412960,9641,7,6
Contiki-NG,2024-12-31,4,21,,,412972,9642,1,3
Contiki-NG,2025-01-31,4,21,,,412935,9647,5,5
Contiki-NG,2025-02-28,4,21,,,412938,9649,2,5
Contiki-NG,2025-03-31,4,21,,,413855,9654,5,6
Contiki-NG,2025-04-30,4,21,,,413998,9656,2,4
Contiki-NG,2025-05-31,4,21,,,413996,9661,5,6
Contiki-NG,2024-06-04,4,21,,,410350,9598,10,6
Contiki-NG,2025-05-04,4,21,,,413998,9657,3,5
Contiki-NG,2025-06-04,4,21,,,413996,9661,4,6
FreeRTOS-Kernel,2015-06-30,,,,,4135309,2277,5,2
FreeRTOS-Kernel,2015-07-31,,,,,4100108,2282,5,2
FreeRTOS-Kernel,2015-08-31,,,,,4183832,2293,11,2
FreeRTOS-Kernel,2015-09-30,,,,,4395629,2303,10,2
FreeRTOS-Kernel,2015-10-31,,,,,4406328,2312,9,2
FreeRTOS-Kernel,2015-11-30,,,,,4406657,2315,3,2
FreeRTOS-Kernel,2015-12-31,,,,,4587848,2319,4,2
FreeRTOS-Kernel,2016-01-31,,,,,4713242,2330,11,2
FreeRTOS-Kernel,2016-02-29,,,,,4796240,2340,10,2
FreeRTOS-Kernel,2016-03-31,,,,,4687028,2352,12,2
FreeRTOS-Kernel,2016-04-30,,,,,4729222,2370,18,2
FreeRTOS-Kernel,2016-05-31,,,,,4840122,2379,9,2
FreeRTOS-Kernel,2016-06-30,,,,,4840196,2381,2,2
FreeRTOS-Kernel,2016-07-31,,,,,4840196,2381,0,1
FreeRTOS-Kernel,2016-08-31,,,,,4840520,2383,2,2
FreeRTOS-Kernel,2016-09-30,,,,,4843983,2386,3,2
FreeRTOS-Kernel,2016-10-31,,,,,4843983,2386,0,1
FreeRTOS-Kernel,2016-11-30,,,,,4845936,2388,2,2
FreeRTOS-Kernel,2016-12-31,,,,,4862394,2389,1,2
FreeRTOS-Kernel,2017-01-31,,,,,4891126,2399,10,2
FreeRTOS-Kernel,2017-02-28,,,,,4966213,2401,2,2
FreeRTOS-Kernel,2017-03-31,,,,,4980636,2408,7,2
FreeRTOS-Kernel,2017-04-30,,,,,4980758,2418,10,2
FreeRTOS-Kernel,2017-05-31,,,,,4987828,2428,10,2
FreeRTOS-Kernel,2017-06-30,,,,,4981896,2430,2,2
FreeRTOS-Kernel,2017-07-31,,,,,4981896,2430,0,1
FreeRTOS-Kernel,2017-08-31,,,,,5038866,2433,3,2
FreeRTOS-Kernel,2017-09-30,,,,,5038866,2433,0,1
FreeRTOS-Kernel,2017-10-31,,,,,5038866,2433,0,1
FreeRTOS-Kernel,2017-11-30,,,,,4906673,2434,1,2
FreeRTOS-Kernel,2017-12-31,,,,,4905260,2438,4,2
FreeRTOS-Kernel,2018-01-31,,,,,4905270,2440,2,2
FreeRTOS-Kernel,2018-02-28,,,,,4905459,2442,2,2
FreeRTOS-Kernel,2018-03-31,,,,,4906382,2448,6,2
FreeRTOS-Kernel,2018-04-30,,,,,4906476,2449,1,2
FreeRTOS-Kernel,2018-05-31,,,,,4990894,2453,4,2
FreeRTOS-Kernel,2018-06-30,,,,,5012122,2466,13,3
FreeRTOS-Kernel,2018-07-31,,,,,5014378,2470,4,2
FreeRTOS-Kernel,2018-08-31,,,,,4870635,2483,13,3
FreeRTOS-Kernel,2018-09-30,,,,,4871058,2493,10,2
FreeRTOS-Kernel,2018-10-31,,,,,4871371,2497,4,3
FreeRTOS-Kernel,2018-11-30,,,,,4878092,2505,8,2
FreeRTOS-Kernel,2018-12-31,,,,,4880003,2528,23,2
FreeRTOS-Kernel,2019-01-31,,,,,4955117,2533,5,3
FreeRTOS-Kernel,2019-02-28,,,,,4970727,2550,17,3
FreeRTOS-Kernel,2019-03-31,,,,,4970746,2555,5,3
FreeRTOS-Kernel,2019-04-30,,,,,4970801,2559,4,2
FreeRTOS-Kernel,2019-05-31,,,,,5247464,2570,11,3
FreeRTOS-Kernel,2019-06-30,,,,,5254194,2573,3,2
FreeRTOS-Kernel,2019-07-31,,,,,5287862,2616,43,3
FreeRTOS-Kernel,2019-08-31,,,,,5292238,2621,5,3
FreeRTOS-Kernel,2019-09-30,,,,,5301518,2635,14,3
FreeRTOS-Kernel,2019-10-31,,,,,5316528,2656,21,2
FreeRTOS-Kernel,2019-11-30,,,,,5314583,2660,4,2
FreeRTOS-Kernel,2019-12-31,,,,,5830976,2689,29,4
FreeRTOS-Kernel,2020-01-31,,,,,5977079,2718,29,4
FreeRTOS-Kernel,2020-02-29,,,,,182813,2738,20,9
FreeRTOS-Kernel,2020-03-31,,,,,187007,2753,15,7
FreeRTOS-Kernel,2020-04-30,,,,,188034,2758,5,5
FreeRTOS-Kernel,2020-05-31,,,,,188361,2764,6,5
FreeRTOS-Kernel,2020-06-30,,,,,188373,2768,4,4
FreeRTOS-Kernel,2020-07-31,,,,,192489,2788,20,9
FreeRTOS-Kernel,2020-08-31,,,,,195442,2817,29,15
FreeRTOS-Kernel,2020-09-30,,,,,200661,2839,22,15
FreeRTOS-Kernel,2020-10-31,,,,,207782,2861,22,13
FreeRTOS-Kernel,2020-11-30,,,,,207871,2867,6,3
FreeRTOS-Kernel,2020-12-31,,,,,201457,2882,15,8
FreeRTOS-Kernel,2021-01-31,,,,,201463,2889,7,6
FreeRTOS-Kernel,2021-02-28,,,,,201502,2895,6,7
FreeRTOS-Kernel,2021-03-31,,,,,201632,2916,21,13
FreeRTOS-Kernel,2021-04-30,,,,,201697,2927,11,8
FreeRTOS-Kernel,2021-05-31,,,,,202498,2944,17,7
FreeRTOS-Kernel,2021-06-30,,,,,203654,2953,9,8
FreeRTOS-Kernel,2021-07-31,,,,,205192,2960,7,8
FreeRTOS-Kernel,2021-08-31,,,,,205199,2967,7,7
FreeRTOS-Kernel,2021-09-30,,,,,205038,2979,12,5
FreeRTOS-Kernel,2021-10-31,,,,,205064,2985,6,7
FreeRTOS-Kernel,2021-11-30,,,,,205228,2999,14,10
FreeRTOS-Kernel,2021-12-31,,,,,205255,3008,9,9
FreeRTOS-Kernel,2022-01-31,,,,,206265,3019,11,10
FreeRTOS-Kernel,2022-02-28,,,,,206601,3032,13,9
FreeRTOS-Kernel,2022-03-31,,,,,206593,3037,5,4
FreeRTOS-Kernel,2022-04-30,,,,,206664,3047,10,8
FreeRTOS-Kernel,2022-05-31,,,,,206664,3048,1,2
FreeRTOS-Kernel,2022-06-30,,,,,217120,3059,11,9
FreeRTOS-Kernel,2022-07-31,,,,,217145,3062,3,4
FreeRTOS-Kernel,2022-08-31,,,,,217522,3082,20,13
FreeRTOS-Kernel,2022-09-30,,,,,230496,3096,14,9
FreeRTOS-Kernel,2022-10-31,,,,,232060,3102,6,7
FreeRTOS-Kernel,2022-11-30,,,,,221157,3128,26,9
FreeRTOS-Kernel,2022-12-31,,,,,221169,3130,2,3
FreeRTOS-Kernel,2023-01-31,,,,,221374,3134,4,5
FreeRTOS-Kernel,2023-02-28,,,,,233233,3143,9,10
FreeRTOS-Kernel,2023-03-31,,,,,234434,3158,15,12
FreeRTOS-Kernel,2023-04-30,,,,,235171,3164,6,4
FreeRTOS-Kernel,2023-05-31,,,,,239681,3170,6,5
FreeRTOS-Kernel,2023-06-30,,,,,240338,3181,11,6
FreeRTOS-Kernel,2023-07-31,,,,,333908,3207,26,12
FreeRTOS-Kernel,2023-08-31,,,,,333704,3229,22,12
